task_id,hash,native_id,name,status,exit,submit,duration,realtime,%cpu,peak_rss,peak_vmem,rchar,wchar,sample_id,process_name,source_file,peak_rss_gb,peak_vmem_gb,cpu_percent,realtime_seconds,assembly_accession,run_accession,# N's per 100 kbp,# contigs,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 5000 bp),# contigs (>= 50000 bp),Assembly,GC (%),L50,L90,Largest contig,N50,N90,Total length,Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 5000 bp),Total length (>= 50000 bp),auN
692,f9/c88e13,31949876,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822710),CACHED,0,2025-08-07 15:14:12.163,20m 19s,19m 35s,163.3%,549.2 MB,974.9 MB,624.7 MB,137.1 MB,SRR27822710,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.536328125,0.95205078125,163.3,1175.0,,,,,,,,,,,,,,,,,,,,,,,,,
689,f6/b5b521,31949872,GGP:BINNING:METABAT2_METABAT2 (SRR27822710 SRR27822710.fasta with SRR27822710.txt.gz),CACHED,0,2025-08-07 15:14:11.253,3m 39s,2m 45s,506.8%,1.2 GB,1.3 GB,635 MB,556.3 MB,SRR27822710,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,1.2,1.3,506.8,165.0,,,,,,,,,,,,,,,,,,,,,,,,,
718,53/fad666,31950810,GGP:BINNING:METABAT2_METABAT2 (SRR27822722 SRR27822722.fasta with SRR27822722.txt.gz),CACHED,0,2025-08-07 15:22:11.626,1m 9s,29s,400.0%,1.8 GB,1.8 GB,358.8 MB,306.6 MB,SRR27822722,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,1.8,1.8,400.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
706,34/e2677c,31949965,GGP:BINNING:MAXBIN2 (SRR27822710 SRR27822710.fasta),CACHED,0,2025-08-07 15:15:01.931,6m 49s,5m 50s,121.5%,286.9 MB,725.3 MB,7.8 GB,1.2 GB,SRR27822710,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.28017578125,0.70830078125,121.5,350.0,,,,,,,,,,,,,,,,,,,,,,,,,
727,1e/855833,31954153,GGP:BINNING:MAXBIN2 (SRR27822722 SRR27822722.fasta),CACHED,0,2025-08-07 15:32:01.284,2m 10s,1m 39s,120.2%,172.5 MB,651.1 MB,2.4 GB,546.2 MB,SRR27822722,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.16845703125,0.63583984375,120.2,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
748,18/efe078,31950380,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822722),CACHED,0,2025-08-07 15:18:01.236,3m 9s,2m 17s,159.2%,273.3 MB,727 MB,378.9 MB,41 MB,SRR27822722,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.26689453125,0.7099609375,159.2,137.0,,,,,,,,,,,,,,,,,,,,,,,,,
752,26/0395e1,31954797,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822721),CACHED,0,2025-08-07 15:33:11.010,4m,2m 35s,163.9%,318 MB,760.5 MB,502.9 MB,59 MB,SRR27822721,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.310546875,0.74267578125,163.9,155.0,,,,,,,,,,,,,,,,,,,,,,,,,
750,f3/7b6e32,31959774,GGP:BINNING:METABAT2_METABAT2 (SRR27822721 SRR27822721.fasta with SRR27822721.txt.gz),CACHED,0,2025-08-07 15:39:01.358,2m 49s,1m 5s,449.5%,3.5 GB,3.5 GB,504.6 MB,431.6 MB,SRR27822721,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,3.5,3.5,449.5,65.0,,,,,,,,,,,,,,,,,,,,,,,,,
789,6b/d0008a,31950621,GGP:BINNING:METABAT2_METABAT2 (SRR27822723 SRR27822723.fasta with SRR27822723.txt.gz),CACHED,0,2025-08-07 15:20:01.748,1m 49s,52s,440.7%,2.8 GB,2.9 GB,438.4 MB,375.1 MB,SRR27822723,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,2.8,2.9,440.7,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
756,ee/ab46db,31989049,GGP:BINNING:MAXBIN2 (SRR27822721 SRR27822721.fasta),CACHED,0,2025-08-07 17:37:21.696,2m 39s,2m 31s,125.9%,200 MB,647.5 MB,3.4 GB,759.1 MB,SRR27822721,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.1953125,0.63232421875,125.9,151.0,,,,,,,,,,,,,,,,,,,,,,,,,
814,8b/80076d,31949648,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822725),CACHED,0,2025-08-07 15:12:51.585,4m 10s,3m 3s,149.1%,352.2 MB,785.9 MB,453.2 MB,66.6 MB,SRR27822725,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.3439453125,0.76748046875,149.1,183.0,,,,,,,,,,,,,,,,,,,,,,,,,
791,37/c4f9be,31950618,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822723),CACHED,0,2025-08-07 15:20:01.510,4m 9s,3m 13s,167.4%,292 MB,745.4 MB,446.8 MB,52.6 MB,SRR27822723,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.28515625,0.7279296875,167.4,193.0,,,,,,,,,,,,,,,,,,,,,,,,,
820,24/4dbb45,31950716,GGP:BINNING:MAXBIN2 (SRR27822723 SRR27822723.fasta),CACHED,0,2025-08-07 15:21:11.030,3m,2m 32s,115.0%,187.1 MB,633.1 MB,3.1 GB,681.8 MB,SRR27822723,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.18271484375,0.61826171875,115.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,
812,e0/4d7678,31949649,GGP:BINNING:METABAT2_METABAT2 (SRR27822725 SRR27822725.fasta with SRR27822725.txt.gz),CACHED,0,2025-08-07 15:12:51.709,2m 29s,1m 7s,484.9%,4.2 GB,4.3 GB,442.3 MB,381.8 MB,SRR27822725,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,4.2,4.3,484.9,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
848,de/d339b9,31950978,GGP:BINNING:METABAT2_METABAT2 (SRR27822724 SRR27822724.fasta with SRR27822724.txt.gz),CACHED,0,2025-08-07 15:23:50.935,1m 10s,44s,410.6%,2.4 GB,2.4 GB,430.9 MB,367.8 MB,SRR27822724,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,2.4,2.4,410.6,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
851,f8/e62d22,31950918,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822724),CACHED,0,2025-08-07 15:23:30.800,2m 50s,2m 24s,152.1%,301.1 MB,746.2 MB,439.7 MB,48 MB,SRR27822724,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.29404296875,0.7287109375,152.1,144.0,,,,,,,,,,,,,,,,,,,,,,,,,
824,59/b09320,31949726,GGP:BINNING:MAXBIN2 (SRR27822725 SRR27822725.fasta),CACHED,0,2025-08-07 15:13:31.007,4m,2m 58s,122.2%,705.5 MB,1.1 GB,4.3 GB,787.1 MB,SRR27822725,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.68896484375,1.1,122.2,178.0,,,,,,,,,,,,,,,,,,,,,,,,,
856,29/c6f6ae,31951123,GGP:BINNING:MAXBIN2 (SRR27822724 SRR27822724.fasta),CACHED,0,2025-08-07 15:25:02.065,3m 19s,2m 30s,125.4%,157.3 MB,604.4 MB,2.8 GB,655.5 MB,SRR27822724,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.15361328125,0.590234375,125.4,150.0,,,,,,,,,,,,,,,,,,,,,,,,,
900,76/7d8165,31947579,GGP:BINNING:METABAT2_METABAT2 (SRR27822727 SRR27822727.fasta with SRR27822727.txt.gz),CACHED,0,2025-08-07 15:00:21.406,3m 19s,20s,402.6%,1.3 GB,1.4 GB,342.4 MB,291.6 MB,SRR27822727,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,1.3,1.4,402.6,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
902,6f/f6b5be,31947577,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822727),CACHED,0,2025-08-07 15:00:21.072,5m 20s,1m 30s,152.8%,279 MB,723.9 MB,364.2 MB,35.2 MB,SRR27822727,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.2724609375,0.70693359375,152.8,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
938,e6/92e04a,31951648,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822726),CACHED,0,2025-08-07 15:27:01.329,3m 10s,2m 3s,157.6%,292.5 MB,737.2 MB,401.3 MB,48.7 MB,SRR27822726,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.28564453125,0.719921875,157.6,123.0,,,,,,,,,,,,,,,,,,,,,,,,,
935,e7/a42daf,31951651,GGP:BINNING:METABAT2_METABAT2 (SRR27822726 SRR27822726.fasta with SRR27822726.txt.gz),CACHED,0,2025-08-07 15:27:01.682,1m 19s,40s,430.1%,2.4 GB,2.4 GB,384.4 MB,329.2 MB,SRR27822726,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,2.4,2.4,430.1,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
981,0d/e00a23,31949638,GGP:BINNING:METABAT2_METABAT2 (SRR27822728 SRR27822728.fasta with SRR27822728.txt.gz),CACHED,0,2025-08-07 15:12:41.670,49s,18s,306.3%,953.8 MB,1015.2 MB,296.8 MB,252.2 MB,SRR27822728,METABAT2_METABAT2,execution_trace_2025-08-08_15-32-38.txt,0.9314453125,0.99140625,306.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
983,f6/9f4514,31949633,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR27822728),CACHED,0,2025-08-07 15:12:40.998,2m 20s,1m 16s,149.6%,236 MB,694.4 MB,325.1 MB,30 MB,SRR27822728,CONCOCT_CONCOCT,execution_trace_2025-08-08_15-32-38.txt,0.23046875,0.678125,149.6,76.0,,,,,,,,,,,,,,,,,,,,,,,,,
946,9d/6d1355,31952135,GGP:BINNING:MAXBIN2 (SRR27822726 SRR27822726.fasta),CACHED,0,2025-08-07 15:28:21.550,3m 39s,2m 29s,133.5%,157.8 MB,600.8 MB,2.9 GB,607.3 MB,SRR27822726,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.1541015625,0.58671875,133.5,149.0,,,,,,,,,,,,,,,,,,,,,,,,,
916,0f/30c8d4,31948119,GGP:BINNING:MAXBIN2 (SRR27822727 SRR27822727.fasta),CACHED,0,2025-08-07 15:03:31.306,5m 39s,2m 10s,117.0%,173.5 MB,620.5 MB,2 GB,503.2 MB,SRR27822727,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.16943359375,0.60595703125,117.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,
1002,00/ebb86e,31949725,GGP:BINNING:MAXBIN2 (SRR27822728 SRR27822728.fasta),CACHED,0,2025-08-07 15:13:30.887,2m 10s,1m 17s,112.3%,148.7 MB,591.7 MB,1.7 GB,435.5 MB,SRR27822728,MAXBIN2,execution_trace_2025-08-08_15-32-38.txt,0.14521484375,0.57783203125,112.3,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,ff/142d62,33981735,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595522),CACHED,0,2025-08-15 16:18:27.091,4h 30m 30s,4h 30m 26s,170.0%,3.1 GB,3.3 GB,3.4 GB,992.9 MB,SRR23595522,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,3.1,3.3,170.0,16226.0,,,,,,,,,,,,,,,,,,,,,,,,,
83,cf/7efa46,34043606,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595521),CACHED,0,2025-08-15 23:52:58.186,4h 20s,3h 59m 42s,285.7%,4 GB,4.9 GB,3.8 GB,1.2 GB,SRR23595521,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,4.0,4.9,285.7,14382.0,,,,,,,,,,,,,,,,,,,,,,,,,
88,3d/a27db3,33981733,GGP:BINNING:METABAT2_METABAT2 (SRR23595522 SRR23595522.fasta with SRR23595522.txt.gz),CACHED,0,2025-08-15 16:18:26.514,1h 29m 30s,1h 28m 53s,580.4%,8.3 GB,8.4 GB,3.7 GB,3.3 GB,SRR23595522,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,8.3,8.4,580.4,5333.0,,,,,,,,,,,,,,,,,,,,,,,,,
93,9c/a11825,34011208,GGP:BINNING:MAXBIN2 (SRR23595521 SRR23595521.fasta),CACHED,0,2025-08-15 17:53:36.412,4h 56m 31s,4h 56m 11s,106.5%,2.7 GB,2.9 GB,68.3 GB,9.5 GB,SRR23595521,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.7,2.9,106.5,17771.0,,,,,,,,,,,,,,,,,,,,,,,,,
85,5b/ad66a0,34011019,GGP:BINNING:METABAT2_METABAT2 (SRR23595521 SRR23595521.fasta with SRR23595521.txt.gz),CACHED,0,2025-08-15 17:52:46.815,2h 31m 40s,2h 30m 55s,582.3%,10.6 GB,10.7 GB,4.2 GB,3.8 GB,SRR23595521,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,10.6,10.7,582.3,9055.0,,,,,,,,,,,,,,,,,,,,,,,,,
91,b6/a2df03,33982316,GGP:BINNING:MAXBIN2 (SRR23595522 SRR23595522.fasta),CACHED,0,2025-08-15 16:19:16.604,3h 28m 40s,3h 28m,106.8%,2 GB,2.1 GB,47.6 GB,7.5 GB,SRR23595522,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.0,2.1,106.8,12480.0,,,,,,,,,,,,,,,,,,,,,,,,,
111,8e/341748,33993293,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595524),CACHED,0,2025-08-15 16:35:56.278,5h 27m 32s,5h 26m 36s,167.2%,3.5 GB,3.8 GB,3.8 GB,1.1 GB,SRR23595524,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,3.5,3.8,167.2,19596.0,,,,,,,,,,,,,,,,,,,,,,,,,
115,f0/aaab1d,34002901,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595523),CACHED,0,2025-08-15 17:00:36.252,4h 47m 2s,4h 46m 47s,169.3%,3.4 GB,3.6 GB,3.8 GB,1 GB,SRR23595523,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,3.4,3.6,169.3,17207.0,,,,,,,,,,,,,,,,,,,,,,,,,
118,a6/4b0349,33993846,GGP:BINNING:MAXBIN2 (SRR23595524 SRR23595524.fasta),CACHED,0,2025-08-15 16:36:46.104,4h 50m 2s,4h 49m 41s,105.5%,2.4 GB,2.6 GB,58.6 GB,8.8 GB,SRR23595524,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.4,2.6,105.5,17381.0,,,,,,,,,,,,,,,,,,,,,,,,,
109,cd/5d6c88,33993294,GGP:BINNING:METABAT2_METABAT2 (SRR23595524 SRR23595524.fasta with SRR23595524.txt.gz),CACHED,0,2025-08-15 16:35:56.442,1h 54m,1h 53m 35s,579.7%,9.5 GB,9.6 GB,4.2 GB,3.8 GB,SRR23595524,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,9.5,9.6,579.7,6815.0,,,,,,,,,,,,,,,,,,,,,,,,,
117,52/bd1eba,34002903,GGP:BINNING:METABAT2_METABAT2 (SRR23595523 SRR23595523.fasta with SRR23595523.txt.gz),CACHED,0,2025-08-15 17:00:36.517,1h 46m 30s,1h 46m 7s,577.6%,9.2 GB,9.3 GB,4.2 GB,3.7 GB,SRR23595523,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,9.2,9.3,577.6,6367.0,,,,,,,,,,,,,,,,,,,,,,,,,
125,04/327a85,34002926,GGP:BINNING:MAXBIN2 (SRR23595523 SRR23595523.fasta),CACHED,0,2025-08-15 17:00:56.645,4h 31m 41s,4h 31m,105.8%,2.2 GB,2.4 GB,56.6 GB,8.5 GB,SRR23595523,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.2,2.4,105.8,16260.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,0b/15f6a0,33974967,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595525),CACHED,0,2025-08-15 16:08:36.424,4h 40s,3h 59m 58s,171.6%,2.9 GB,3.3 GB,3.4 GB,931.1 MB,SRR23595525,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,2.9,3.3,171.6,14398.0,,,,,,,,,,,,,,,,,,,,,,,,,
139,f6/e3f79e,33974966,GGP:BINNING:METABAT2_METABAT2 (SRR23595525 SRR23595525.fasta with SRR23595525.txt.gz),CACHED,0,2025-08-15 16:08:36.274,1h 26m 30s,1h 26m 25s,573.4%,8 GB,8.1 GB,3.7 GB,3.3 GB,SRR23595525,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,8.0,8.1,573.4,5185.0,,,,,,,,,,,,,,,,,,,,,,,,,
138,dd/8f2da5,34018569,GGP:BINNING:METABAT2_METABAT2 (SRR23595526 SRR23595526.fasta with SRR23595526.txt.gz),CACHED,0,2025-08-15 18:30:07.539,2h 19m 19s,2h 18m 45s,580.8%,11 GB,11.1 GB,4.7 GB,4.2 GB,SRR23595526,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,11.0,11.1,580.8,8325.0,,,,,,,,,,,,,,,,,,,,,,,,,
143,60/4d3979,34046805,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595526),CACHED,0,2025-08-16 00:30:08.240,4h 31m 20s,4h 31m,278.3%,4.1 GB,5.1 GB,4.2 GB,1.3 GB,SRR23595526,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,4.1,5.1,278.3,16260.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,f1/714854,33975513,GGP:BINNING:MAXBIN2 (SRR23595525 SRR23595525.fasta),CACHED,0,2025-08-15 16:09:26.171,3h 41m 40s,3h 41m 32s,107.0%,1.9 GB,2.1 GB,48.4 GB,7.5 GB,SRR23595525,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,1.9,2.1,107.0,13292.0,,,,,,,,,,,,,,,,,,,,,,,,,
146,1c/803d4e,34018627,GGP:BINNING:MAXBIN2 (SRR23595526 SRR23595526.fasta),CACHED,0,2025-08-15 18:30:46.660,6h 6m 2s,6h 5m 8s,106.0%,2.9 GB,3 GB,68.2 GB,9.9 GB,SRR23595526,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.9,3.0,106.0,21908.0,,,,,,,,,,,,,,,,,,,,,,,,,
173,39/712ea2,34003664,GGP:BINNING:METABAT2_METABAT2 (SRR23595527 SRR23595527.fasta with SRR23595527.txt.gz),CACHED,0,2025-08-15 17:07:26.617,1h 46m 20s,1h 45m 2s,576.4%,9.1 GB,9.2 GB,4.1 GB,3.6 GB,SRR23595527,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,9.1,9.2,576.4,6302.0,,,,,,,,,,,,,,,,,,,,,,,,,
177,52/272afa,34008768,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595538),CACHED,0,2025-08-15 17:44:26.288,5h 50m 2s,5h 49m 23s,175.0%,3.6 GB,3.8 GB,3.7 GB,1.1 GB,SRR23595538,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,3.6,3.8,175.0,20963.0,,,,,,,,,,,,,,,,,,,,,,,,,
175,fa/b79c3e,34003662,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595527),CACHED,0,2025-08-15 17:07:26.329,5h 5m 12s,5h 4m 4s,170.8%,3.4 GB,3.7 GB,3.7 GB,1.1 GB,SRR23595527,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,3.4,3.7,170.8,18244.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,1a/50cd4a,34003792,GGP:BINNING:MAXBIN2 (SRR23595527 SRR23595527.fasta),CACHED,0,2025-08-15 17:08:46.515,4h 18m 41s,4h 18m 25s,105.5%,2.2 GB,2.4 GB,55.1 GB,8.3 GB,SRR23595527,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.2,2.4,105.5,15505.0,,,,,,,,,,,,,,,,,,,,,,,,,
193,d7/371341,34009124,GGP:BINNING:MAXBIN2 (SRR23595538 SRR23595538.fasta),CACHED,0,2025-08-15 17:45:16.543,5h 23m 11s,5h 22m 57s,105.9%,2.5 GB,2.6 GB,60.1 GB,8.8 GB,SRR23595538,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.5,2.6,105.9,19377.0,,,,,,,,,,,,,,,,,,,,,,,,,
176,f6/1010f8,34008774,GGP:BINNING:METABAT2_METABAT2 (SRR23595538 SRR23595538.fasta with SRR23595538.txt.gz),CACHED,0,2025-08-15 17:44:26.664,1h 50m 10s,1h 49m 51s,570.9%,9.6 GB,9.7 GB,4.1 GB,3.7 GB,SRR23595538,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,9.6,9.7,570.9,6591.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,b1/2ed938,33979521,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595549),CACHED,0,2025-08-15 16:15:07.177,4h 15m 50s,4h 15m 5s,169.3%,3.1 GB,3.4 GB,3.3 GB,973.9 MB,SRR23595549,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,3.1,3.4,169.3,15305.0,,,,,,,,,,,,,,,,,,,,,,,,,
212,23/fb89c0,33970558,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR23595550),CACHED,0,2025-08-15 16:02:16.574,4h 35m 30s,4h 34m 57s,172.3%,3.2 GB,3.5 GB,3.4 GB,1009.1 MB,SRR23595550,CONCOCT_CONCOCT,execution_trace_2025-08-16_18-09-32.txt,3.2,3.5,172.3,16497.0,,,,,,,,,,,,,,,,,,,,,,,,,
207,71/b73ce6,33979519,GGP:BINNING:METABAT2_METABAT2 (SRR23595549 SRR23595549.fasta with SRR23595549.txt.gz),CACHED,0,2025-08-15 16:15:06.606,1h 26m 20s,1h 25m 45s,575.4%,8.4 GB,8.5 GB,3.7 GB,3.3 GB,SRR23595549,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,8.4,8.5,575.4,5145.0,,,,,,,,,,,,,,,,,,,,,,,,,
208,a3/ff6382,33970560,GGP:BINNING:METABAT2_METABAT2 (SRR23595550 SRR23595550.fasta with SRR23595550.txt.gz),CACHED,0,2025-08-15 16:02:16.818,1h 39m 9s,1h 38m 34s,576.6%,8.7 GB,8.8 GB,3.8 GB,3.4 GB,SRR23595550,METABAT2_METABAT2,execution_trace_2025-08-16_18-09-32.txt,8.7,8.8,576.6,5914.0,,,,,,,,,,,,,,,,,,,,,,,,,
221,aa/4735ea,33971144,GGP:BINNING:MAXBIN2 (SRR23595550 SRR23595550.fasta),CACHED,0,2025-08-15 16:03:06.172,4h 10m 21s,4h 9m 49s,106.1%,2.1 GB,2.2 GB,53.7 GB,7.9 GB,SRR23595550,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.1,2.2,106.1,14989.0,,,,,,,,,,,,,,,,,,,,,,,,,
233,05/38cc19,33980108,GGP:BINNING:MAXBIN2 (SRR23595549 SRR23595549.fasta),CACHED,0,2025-08-15 16:15:56.062,4h 51s,4h 36s,106.5%,2 GB,2.2 GB,53.9 GB,7.8 GB,SRR23595549,MAXBIN2,execution_trace_2025-08-16_18-09-32.txt,2.0,2.2,106.5,14436.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,b5/a5a3d0,44953471,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR26290401),COMPLETED,0,2025-09-17 22:17:20.948,11h 4m 13s,11h 3m 27s,876.4%,12.3 GB,14.4 GB,11.4 GB,3.8 GB,SRR26290401,CONCOCT_CONCOCT,execution_trace_2025-09-17_09-41-33.txt,12.3,14.4,876.4,39807.0,,,,,,,,,,,,,,,,,,,,,,,,,
46,5e/1fba6d,44950475,GGP:BINNING:METABAT2_METABAT2 (SRR26290410 SRR26290410.fasta with SRR26290410.txt.gz),COMPLETED,0,2025-09-17 22:10:20.605,15h 13m 5s,15h 12m 38s,1169.7%,38.6 GB,38.8 GB,14.6 GB,13.1 GB,SRR26290410,METABAT2_METABAT2,execution_trace_2025-09-17_09-41-33.txt,38.6,38.8,1169.7,54758.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,f9/47d338,44946929,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR26290410),COMPLETED,0,2025-09-17 22:03:11.188,15h 28m 44s,15h 28m 27s,923.8%,14.9 GB,17.2 GB,13 GB,4.6 GB,SRR26290410,CONCOCT_CONCOCT,execution_trace_2025-09-17_09-41-33.txt,14.9,17.2,923.8,55707.0,,,,,,,,,,,,,,,,,,,,,,,,,
39,d8/c80b2b,44946559,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR26290409),COMPLETED,0,2025-09-17 22:02:10.758,15h 44m 5s,15h 43m 36s,904.5%,16.5 GB,34.3 GB,14.2 GB,5 GB,SRR26290409,CONCOCT_CONCOCT,execution_trace_2025-09-17_09-41-33.txt,16.5,34.3,904.5,56616.0,,,,,,,,,,,,,,,,,,,,,,,,,
56,58/51eede,45091117,GGP:BINNING:METABAT2_METABAT2 (SRR26290401 SRR26290401.fasta with SRR26290401.txt.gz),COMPLETED,0,2025-09-18 06:17:03.440,10h 40m 44s,10h 40m 21s,1145.6%,32 GB,32.2 GB,12.8 GB,11.5 GB,SRR26290401,METABAT2_METABAT2,execution_trace_2025-09-17_09-41-33.txt,32.0,32.2,1145.6,38421.0,,,,,,,,,,,,,,,,,,,,,,,,,
53,98/381e38,45066889,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR26290402),COMPLETED,0,2025-09-18 04:20:09.433,21h 10m 9s,21h 9m 31s,926.9%,19 GB,21.2 GB,15.3 GB,5.7 GB,SRR26290402,CONCOCT_CONCOCT,execution_trace_2025-09-17_09-41-33.txt,19.0,21.2,926.9,76171.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,12/e8f2ad,45244438,GGP:BINNING:METABAT2_METABAT2 (SRR26290409 SRR26290409.fasta with SRR26290409.txt.gz),COMPLETED,0,2025-09-18 14:09:05.801,11h 58m 53s,11h 58m 27s,1731.0%,41.6 GB,41.9 GB,15.9 GB,14.3 GB,SRR26290409,METABAT2_METABAT2,execution_trace_2025-09-17_09-41-33.txt,41.6,41.9,1731.0,43107.0,,,,,,,,,,,,,,,,,,,,,,,,,
